y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22
4.192,2.709,4.042,4.219,4.654,5.23,6.953,16.851,8.789,9.818,5.866,6.377,13.609,15.415,8.616,12.916,12.46,6.474,7.804,10.713,10.855,A,E
-10.225,0.436,1.784,2.576,3.875,17.589,17.87,13.693,15.911,16.036,-2.024,7.371,7.972,7.907,3.408,15.136,4.599,6.199,9.886,5.221,17.16,A,F
16.429,0.523,1.968,2.942,3.905,18.96,1.757,2.077,19.483,8.04,7.054,2.464,10.58,12.966,16.594,10.383,-3.245,12.852,6.928,7.49,15.019,A,D
-7.96,0.12,0.774,1.527,2.115,9.168,13.733,-0.569,13.202,5.35,0.793,7.848,15.165,15.755,11.64,3.871,4.427,22.966,-1.33,1.58,5.543,C,F
3.856,0.833,2.355,2.455,3.214,-0.668,5.74,6.983,6.07,5.105,6.071,22.586,17.209,7.694,2.657,13.601,11.743,9.906,7.991,0.418,-0.057,B,E
-16.219,-0.408,1.351,1.991,3.128,9.685,19.777,5.258,4.461,0.756,12.962,3.348,16.154,5.961,4.115,11.797,12.022,13.994,13.289,13.149,5.914,B,E
-1.526,0.387,1.358,2.239,4.487,6.485,9.39,0.195,16.947,14.533,15.194,0.452,0.748,8.442,17.32,2.06,15.063,11.867,4.228,4.647,0.42,A,E
0.788,0.485,1.109,1.535,3.675,9.931,6.673,3.062,6.8,6.606,2.796,16.622,12.403,-2.792,10.621,15.517,5.471,8.862,8.49,14.283,6.712,B,E
6.686,0.75,0.435,2.307,3.087,8.342,8.672,9.315,9.8,6.504,18.253,5.319,18.469,8.043,-0.581,13.006,6.127,4.78,2.866,1.234,5.425,A,D
11.165,2.061,2.9,3.929,3.883,11.659,5.785,13.422,3.72,2.187,14.674,10.898,-1.706,3.476,10.616,9.375,13.868,2.784,-0.197,14.463,7.573,A,D
1.351,1.271,2.434,2.596,3.036,3.587,12.89,7.446,15.382,13.386,11.076,1.391,13.66,11.332,8.66,14.369,11.868,3.432,14.919,7.679,20.623,B,D
-7.382,0.697,1.493,1.971,2.86,16.019,15.921,11.547,1.78,4.25,6.822,4.322,-0.086,11.423,10.568,10.689,5.745,6.562,12.694,16.053,8.834,A,E
14.769,0.555,2.501,2.495,4.235,12.414,5.085,11.087,7.369,13.03,1.721,14.06,9.279,3.758,14.428,6.2,0.203,18.196,9.781,8.146,10.081,C,D
10.487,-0.26,1.954,2.879,2.904,6.879,1.769,10.186,4.615,12.867,10.857,8.793,10.831,7.419,5.101,0.011,19.481,8.069,15.679,10.883,8.109,C,D
4.192,1.453,1.377,2.693,3.867,-1.498,5.353,12.329,11.147,-5.142,11.224,5.457,2.436,13.442,13.659,8.511,18.414,7.995,5.767,14.657,4.14,C,E
11.853,3.518,3.474,3.818,5.394,3.312,0.791,3.022,4.086,10.169,7.928,11.71,0.953,4.037,10.971,2.798,4.164,-4.204,17.204,12.162,7.0,A,E
18.558,2.534,3.495,3.858,4.857,4.828,5.113,18.554,5.976,8.801,1.68,6.09,11.236,10.931,5.653,15.089,10.955,13.675,4.08,7.327,7.232,C,D
-7.227,0.351,1.594,2.179,2.51,12.324,18.464,17.319,15.651,17.555,2.742,8.69,7.616,14.438,9.307,10.351,5.657,4.893,6.027,9.725,14.449,B,D
21.24,1.139,3.259,4.267,4.886,17.374,1.86,-1.275,16.008,8.004,14.691,2.226,8.343,9.545,15.584,-1.428,-1.693,10.278,6.826,5.115,15.01,C,D
-3.997,0.198,1.327,3.351,5.096,8.291,16.446,1.252,11.274,6.366,4.036,11.419,7.996,13.1,12.835,4.391,8.862,17.243,-0.352,-1.688,5.602,B,E
-5.752,0.874,1.634,1.476,2.794,9.998,10.358,15.283,16.387,11.094,5.196,13.521,13.068,8.117,3.467,12.478,14.024,10.152,8.214,-3.476,0.069,A,F
1.496,1.716,1.608,3.411,4.932,10.78,9.995,2.116,2.4,6.931,5.782,1.971,16.455,-0.093,8.375,11.254,9.533,10.366,7.496,16.86,3.4,B,E
-0.311,1.101,2.559,4.402,4.165,5.653,13.707,6.744,17.507,13.82,13.907,4.403,-0.003,4.592,17.406,4.884,15.689,7.023,2.991,4.344,-4.168,A,E
-0.838,1.793,3.126,4.886,5.296,13.958,15.231,5.04,15.009,8.7,5.89,15.828,11.581,1.525,13.887,16.363,2.751,4.658,12.716,15.284,11.618,A,E
-6.976,0.995,2.238,2.417,2.285,12.409,10.425,11.069,8.45,-5.265,14.515,6.809,15.561,11.959,-0.129,9.441,0.413,6.995,-0.641,5.356,-1.579,A,F
22.999,2.211,3.372,4.519,5.847,12.19,4.869,10.895,4.297,1.516,14.822,13.16,2.395,8.059,7.453,0.118,12.392,5.572,1.097,9.971,9.124,C,D
0.008,1.464,2.262,3.236,5.221,9.194,14.843,7.57,17.398,12.775,7.483,6.156,12.799,18.909,5.072,13.954,9.208,0.508,16.064,2.321,21.155,B,F
-6.093,1.399,1.847,2.664,3.686,15.634,13.008,9.595,3.088,5.315,15.657,14.681,1.138,8.154,13.813,12.812,4.191,14.96,13.706,11.051,6.834,A,E
9.008,1.614,1.38,3.076,3.727,11.504,7.736,16.774,3.656,3.244,8.934,23.474,6.508,5.789,16.022,5.139,2.543,12.368,9.715,7.88,8.363,C,D
10.969,-1.5,-0.802,0.869,1.66,10.167,-2.619,12.56,-0.698,18.482,10.839,10.747,9.745,4.451,0.242,6.17,19.621,6.194,11.297,12.518,10.866,A,D
16.063,0.895,0.574,2.946,3.02,2.719,0.719,9.796,10.825,1.265,8.845,10.845,3.787,11.829,8.402,8.916,23.932,9.833,10.573,15.724,-1.036,B,D
8.322,-1.128,1.92,1.923,2.726,1.696,-1.989,1.113,6.27,9.559,11.44,13.554,6.979,3.884,12.373,4.662,3.212,4.392,14.44,15.789,11.53,B,E
2.069,3.445,3.19,4.076,5.404,4.678,10.656,7.975,-0.677,4.182,5.626,4.966,14.197,12.083,1.729,15.789,11.218,12.055,7.479,8.184,13.518,B,F
-4.227,1.714,2.51,3.719,3.86,17.442,16.433,14.623,15.393,19.083,-1.442,12.963,12.918,1.681,8.489,16.258,11.638,7.701,9.909,3.075,14.537,A,F
2.484,1.069,0.8,1.251,2.389,18.851,2.257,1.848,19.488,11.693,17.045,3.735,7.006,9.327,18.467,6.921,2.679,10.987,11.082,11.75,15.488,C,F
3.582,1.884,2.804,3.0,4.877,9.102,9.661,5.431,7.611,7.095,2.532,16.007,10.812,11.423,10.275,10.685,9.282,16.31,8.253,0.146,17.779,B,E
7.261,1.296,2.289,2.034,3.546,-4.424,10.121,13.15,10.184,7.528,8.231,10.195,14.992,9.367,3.969,13.453,9.138,1.538,12.891,-1.594,0.297,A,D
-5.434,1.568,3.036,2.474,4.807,11.248,15.098,1.528,9.343,3.693,11.493,1.97,10.427,-2.298,5.179,8.81,5.728,11.123,9.854,18.198,2.955,B,E
-3.431,0.319,0.282,1.492,2.145,1.995,12.293,6.991,12.985,10.69,11.263,-1.477,0.035,8.992,12.44,4.157,8.512,11.218,2.399,-1.822,1.636,C,D
18.018,2.112,4.435,5.21,5.308,8.153,9.824,0.174,3.92,9.854,2.527,15.623,11.356,0.199,3.434,11.781,8.118,8.341,16.931,14.837,5.903,C,D
-1.276,1.44,1.505,2.635,3.892,11.022,8.926,5.925,10.932,-1.66,15.619,1.079,14.179,13.878,6.047,9.058,5.1,-0.572,-3.362,8.133,5.375,C,F
26.985,2.893,4.313,4.746,6.073,12.412,0.795,11.88,5.596,4.245,16.927,7.516,3.969,6.391,8.25,4.668,8.663,-3.483,-2.942,7.287,5.236,A,D
2.516,1.509,2.123,3.55,4.057,9.098,10.234,5.006,15.165,17.172,9.79,6.916,3.697,12.123,6.24,15.029,13.232,-1.546,15.602,8.009,13.834,B,F
-3.241,1.476,2.143,2.47,4.428,15.363,11.301,15.176,-5.953,-0.194,8.173,8.103,5.531,11.879,7.062,15.651,8.893,11.668,11.286,5.796,11.527,B,E
-0.384,0.552,1.168,1.937,2.618,12.277,7.431,11.841,-1.289,14.447,1.393,18.076,8.698,10.635,13.578,4.029,-1.465,12.338,1.976,9.102,12.812,A,E
9.339,3.623,5.648,5.46,6.837,7.032,8.441,7.854,-2.214,14.805,8.517,7.767,9.976,9.309,-0.559,8.767,17.156,10.6,17.581,6.066,12.357,A,E
4.662,2.678,3.296,3.512,5.104,0.236,4.235,12.08,7.407,7.223,4.893,4.397,6.287,14.27,9.882,6.516,12.507,11.702,8.723,14.234,-0.215,A,E
6.881,1.748,2.749,3.412,3.501,-0.757,3.28,5.702,4.885,11.509,7.078,14.948,4.078,7.729,8.775,3.034,1.273,-2.08,13.341,15.204,11.146,C,E
3.147,0.26,0.745,1.539,3.735,6.094,4.531,14.906,7.681,6.179,2.314,12.322,10.559,15.455,6.974,10.742,10.708,12.563,3.511,10.002,10.444,C,F
-4.012,0.438,0.659,1.583,2.768,12.868,16.013,8.559,10.281,17.084,3.362,1.584,8.794,3.609,6.933,15.36,5.739,5.379,11.917,2.034,14.494,C,D
18.031,0.747,1.194,2.795,3.748,13.509,1.529,1.795,15.7,14.221,21.147,4.358,4.672,12.861,13.683,-2.065,6.205,16.233,6.103,3.943,13.718,B,D
-3.889,0.959,2.163,3.439,3.479,3.977,11.462,-1.691,10.987,10.842,7.305,14.124,12.014,12.483,10.233,6.739,-2.312,21.357,3.923,2.04,13.178,A,E
1.161,0.651,1.255,1.928,2.035,0.132,9.375,4.407,7.275,12.975,6.031,19.167,12.368,15.139,0.855,11.728,8.317,7.266,11.948,0.492,0.385,C,D
-6.573,0.259,1.929,1.949,3.089,8.923,19.757,3.493,0.37,6.655,9.642,1.975,16.192,8.667,4.297,4.225,3.964,10.171,1.112,14.447,3.038,A,D
9.309,0.656,1.391,3.2,3.578,4.686,8.839,-4.429,9.506,14.232,11.646,2.753,2.685,7.842,12.735,-0.312,15.925,9.869,5.255,5.14,8.059,A,D
3.255,1.322,2.648,3.385,5.184,10.85,8.936,9.586,7.479,10.521,9.324,12.906,12.978,2.032,6.731,14.549,8.023,6.661,11.557,9.13,10.563,B,E
-1.254,-0.107,0.856,2.474,2.782,14.862,9.574,3.586,8.664,1.857,11.071,1.295,18.398,12.184,3.993,10.436,7.327,6.796,3.0,9.089,1.334,B,F
7.389,0.291,0.857,2.108,2.699,12.122,0.441,10.548,6.688,2.492,13.103,10.648,5.403,7.326,7.58,3.222,20.867,0.867,-4.512,13.464,2.635,C,F
-3.426,0.681,0.592,3.006,2.631,4.194,13.864,7.011,16.471,17.554,7.354,3.247,14.807,12.377,6.879,9.282,11.222,4.938,12.203,6.454,19.867,B,E
-15.006,-1.936,-0.244,0.439,1.119,10.741,16.373,8.674,-0.179,7.991,11.705,12.791,-1.606,8.899,10.932,5.409,3.436,8.576,11.103,6.886,8.495,A,F
7.726,1.22,1.286,1.737,4.456,17.058,2.174,18.315,2.75,11.476,4.581,16.33,2.225,10.87,14.519,4.305,-4.921,22.315,9.612,11.374,13.834,C,F
5.561,0.384,2.912,3.025,3.719,11.828,4.449,14.695,3.81,18.709,8.958,9.636,9.692,1.056,0.444,4.13,13.235,4.419,13.142,9.661,18.595,B,F
-5.232,-0.579,0.196,1.137,1.709,2.064,8.655,10.243,11.857,-2.235,5.208,11.934,4.386,12.454,7.129,7.192,18.514,13.304,12.936,11.948,2.307,A,E
13.484,1.903,3.506,3.132,4.09,0.867,-0.671,4.477,4.972,11.124,5.238,15.588,7.92,2.592,13.776,-1.065,2.698,-2.82,10.78,17.383,5.819,A,E
16.844,0.943,2.489,3.182,4.834,1.302,6.463,17.12,5.772,-0.36,3.396,6.368,11.996,12.817,10.511,17.719,14.512,11.17,2.131,5.91,7.833,B,D
0.421,0.577,0.835,1.641,3.686,14.435,12.913,11.464,20.596,7.107,3.031,7.094,3.491,10.693,0.501,13.416,2.652,1.801,10.663,0.561,15.359,B,D
17.72,3.621,4.322,4.778,4.914,13.47,5.962,-3.308,14.267,7.439,14.22,7.239,5.02,6.991,18.042,5.738,2.826,17.135,3.155,7.983,5.84,A,D
-14.072,-0.11,0.98,0.755,2.784,8.84,18.323,8.269,13.047,2.944,0.807,9.229,8.359,21.163,9.465,1.205,9.521,13.206,0.847,-0.189,12.919,A,E
11.69,1.99,1.427,2.95,5.722,-0.394,2.426,3.936,9.775,12.655,7.108,18.4,13.515,4.506,-3.257,9.445,12.9,1.991,9.315,-2.974,0.326,B,F
-12.454,-1.01,-0.345,0.336,1.387,7.175,15.09,10.94,2.289,10.403,11.436,2.066,17.225,1.027,3.502,11.472,10.658,17.108,13.593,11.031,2.144,C,F
-3.318,-0.236,1.665,1.886,3.441,7.551,12.16,1.985,12.812,10.184,16.957,1.723,4.856,3.628,16.195,-0.452,17.439,12.997,-4.201,6.638,6.744,C,E
-1.504,1.498,2.246,3.313,3.515,7.721,10.075,4.928,10.034,13.886,3.613,12.12,15.579,-1.321,10.228,14.786,7.289,5.4,9.915,16.749,6.288,B,E
10.725,1.99,2.597,3.694,4.594,10.655,11.3,9.329,11.351,-0.63,18.777,5.744,17.848,8.995,4.272,17.434,5.069,2.971,5.909,2.54,6.601,A,D
5.648,-1.485,-0.377,1.441,2.606,18.331,2.852,17.312,9.707,3.733,13.548,6.875,0.318,10.169,6.477,5.02,14.143,8.216,4.214,13.395,5.946,A,D
0.621,1.219,1.17,3.222,3.19,7.693,9.365,6.006,13.292,15.676,5.743,7.851,12.392,15.281,4.166,14.899,15.516,-2.664,15.494,2.961,17.681,B,E
5.365,2.045,2.795,3.833,4.173,13.209,17.284,10.695,-2.607,3.864,4.299,9.996,0.747,10.299,9.992,9.934,2.935,10.865,6.739,7.575,2.559,C,D
15.673,1.825,2.995,3.576,4.727,8.881,3.624,17.664,4.885,9.325,5.515,21.317,5.253,5.675,15.246,3.26,6.267,13.743,5.35,9.994,18.728,C,D
8.202,1.776,2.439,4.32,4.049,4.902,3.914,12.225,4.047,21.278,9.984,5.4,13.221,2.266,4.241,4.465,14.504,9.953,15.909,3.421,21.723,A,F
11.021,1.665,2.001,3.12,3.925,2.242,6.451,11.803,12.112,5.594,5.959,6.306,0.029,13.856,11.298,10.154,16.893,9.797,11.546,16.735,0.832,B,D
25.892,1.569,3.905,3.341,4.778,-0.288,-5.007,-1.655,5.524,15.699,4.18,12.139,5.196,-1.847,16.301,5.518,3.868,9.667,13.372,21.928,4.948,A,D
-0.482,0.352,0.959,2.541,3.127,6.341,8.449,18.544,5.597,4.274,1.705,5.585,9.327,12.851,2.529,13.594,2.902,17.214,8.896,5.786,10.88,C,F
-6.9,1.455,4.108,3.823,3.502,14.273,17.073,12.563,19.726,17.274,1.588,4.522,12.338,4.433,7.24,16.422,6.811,7.652,9.169,4.828,11.325,C,E
11.941,-0.08,1.934,4.174,3.7,16.12,0.01,4.49,14.663,12.076,10.423,10.072,0.047,11.574,17.557,5.687,3.379,21.029,2.67,6.836,14.138,C,E
9.888,0.465,2.535,2.834,4.012,4.029,8.922,-2.111,6.974,6.961,1.647,11.842,7.31,17.035,19.19,5.792,3.254,13.696,4.852,3.36,7.188,B,D
8.394,2.702,4.297,5.636,6.283,-1.302,8.736,10.092,12.136,12.047,2.6,17.5,13.56,6.714,-1.201,7.27,12.619,10.661,11.994,3.828,-3.972,C,E
-10.053,-0.131,0.892,2.189,2.959,7.27,13.894,-0.081,-1.896,2.525,10.231,-2.876,14.928,1.605,-2.204,6.221,12.845,8.513,12.272,13.977,1.64,B,E
-6.028,-0.301,0.441,1.548,2.545,3.867,12.353,2.599,17.074,6.721,16.784,4.432,8.98,-1.857,15.193,1.589,14.224,10.711,2.387,4.482,6.052,C,F
-6.876,-0.089,1.8,2.175,3.532,9.284,14.199,10.309,11.709,12.785,3.975,11.437,11.096,-1.909,6.776,18.843,5.439,6.308,10.269,17.061,10.457,B,E
9.098,3.329,3.43,4.022,4.982,11.455,4.453,10.203,11.639,3.35,14.1,1.717,17.599,10.571,0.857,11.444,0.583,1.471,6.736,0.9,1.277,A,F
9.519,-0.883,-0.034,1.968,2.755,16.925,-1.855,12.293,9.635,8.088,20.951,7.281,0.391,3.107,12.943,-0.548,13.035,6.919,4.934,11.546,11.039,C,F
6.954,0.787,3.363,3.698,4.216,6.054,4.138,7.002,14.043,14.913,15.963,3.073,14.201,15.983,13.835,14.811,13.938,2.344,18.105,4.246,20.956,B,E
-0.785,1.943,4.111,4.143,4.538,17.915,13.589,12.452,6.609,5.5,10.175,8.926,4.26,13.495,13.895,8.341,4.946,7.711,13.768,11.276,7.415,A,E
3.511,1.91,3.544,4.377,5.117,15.283,9.942,14.946,0.876,14.106,-0.516,17.704,7.497,13.877,13.895,1.084,4.676,13.052,-1.815,7.475,5.847,B,F
4.541,1.24,1.773,2.822,3.352,13.545,5.906,8.834,0.661,8.569,11.686,6.19,8.338,8.544,5.005,2.949,17.508,11.264,15.291,7.383,14.135,A,F
0.405,1.271,1.982,3.852,4.506,-1.687,10.272,8.225,11.28,2.989,9.467,12.413,1.998,11.58,14.246,13.736,13.205,11.269,10.186,12.222,3.896,A,E
0.329,-0.35,0.591,2.57,4.198,3.156,7.709,-0.043,3.639,10.768,13.861,15.047,4.068,6.285,11.076,-4.861,3.306,2.478,15.321,14.683,5.458,A,E
-0.905,-1.161,0.806,1.311,2.991,5.748,4.466,15.318,11.215,8.204,2.338,1.194,12.593,10.702,1.291,12.716,8.978,16.736,4.604,8.59,10.142,C,E
-3.167,2.011,3.184,3.626,4.724,11.692,15.113,16.696,12.143,11.918,6.0,4.209,6.968,8.322,4.133,11.131,6.42,-0.437,3.487,8.149,20.26,C,F
1.327,-1.387,-0.256,0.664,2.231,16.995,3.155,3.974,13.427,10.38,12.206,3.489,7.157,12.423,13.097,1.264,-2.147,16.549,3.768,8.055,15.549,A,F
12.85,1.673,2.264,3.315,4.683,7.165,8.272,-2.881,10.373,10.633,3.498,15.22,4.168,9.401,9.755,7.459,5.121,14.883,5.881,3.081,11.483,A,D
1.557,0.343,2.525,4.587,4.689,0.745,11.04,7.554,9.754,10.242,4.525,14.036,17.029,9.63,4.095,15.724,12.408,7.837,12.937,-3.16,4.757,A,F
-2.098,2.031,1.614,2.842,4.0,8.627,13.729,4.732,3.701,6.246,15.371,-1.885,14.949,-0.46,5.251,11.688,12.976,18.907,14.937,12.26,6.297,B,F
-1.102,0.582,2.845,3.228,3.758,3.056,11.753,5.006,11.433,10.997,16.132,6.18,1.339,5.462,18.185,0.87,10.872,8.755,6.78,-0.106,1.239,B,F
1.643,1.583,2.42,2.531,5.205,7.772,6.511,5.783,6.398,7.378,2.366,13.174,15.257,-10.684,14.424,15.474,12.517,5.914,17.834,13.348,4.952,C,E
12.58,0.849,2.055,3.776,4.33,8.304,7.133,4.261,9.313,5.64,6.836,1.284,16.453,13.952,0.661,7.535,1.807,5.966,4.189,5.195,4.357,C,D
2.078,0.7,1.725,3.029,2.498,6.757,5.106,13.338,-0.711,4.341,10.659,12.152,9.218,7.958,3.199,2.804,9.439,8.929,1.848,9.556,4.636,C,F
-1.029,1.105,1.637,3.812,4.076,1.812,13.221,6.074,11.584,17.114,13.335,2.25,16.681,11.352,2.288,15.746,13.791,-4.689,13.222,8.723,12.83,B,F
4.244,1.836,1.866,3.691,4.035,19.852,15.759,6.877,-4.021,-1.316,11.324,13.741,2.301,12.772,9.667,12.304,8.014,3.05,11.615,14.897,1.296,C,D
-1.986,-1.183,-0.673,0.859,1.599,9.33,5.271,16.701,-0.82,13.728,-1.272,21.525,6.01,-0.86,13.326,2.069,0.425,14.875,-0.356,11.633,9.549,B,E
13.653,1.656,2.667,3.933,4.74,8.845,0.151,7.297,-1.359,17.45,6.496,6.972,7.451,8.824,-1.445,6.303,18.645,8.467,18.434,6.977,19.463,C,E
8.863,1.612,2.348,3.754,4.725,3.685,4.274,14.351,5.354,2.597,5.505,8.345,0.266,17.815,12.509,7.41,19.116,5.397,3.857,8.696,2.319,A,E
19.642,0.654,3.104,2.69,3.631,4.624,-2.434,1.284,7.05,13.629,8.828,13.09,-1.078,1.096,18.626,3.14,1.13,4.462,15.678,16.77,15.335,B,D
4.06,0.741,1.861,3.275,3.991,1.942,6.412,15.415,1.052,3.015,0.178,6.033,12.741,12.576,8.791,15.541,5.58,18.156,3.788,6.677,18.489,C,F
-11.696,-0.159,1.28,1.933,2.571,21.171,19.23,15.63,17.162,14.885,2.987,1.282,11.507,9.474,5.234,13.482,5.263,3.749,7.837,1.078,16.619,B,F
0.326,-0.68,1.39,1.596,2.438,18.759,4.895,-0.08,13.166,13.614,12.991,5.069,7.06,8.613,18.221,2.417,0.624,17.906,2.498,7.189,12.176,B,F
0.444,1.282,2.993,3.558,4.398,5.108,10.668,0.18,13.833,12.679,0.743,16.669,6.269,12.658,12.17,8.635,14.913,18.7,5.507,4.921,9.448,B,F
5.804,0.046,-0.441,2.243,2.593,-2.559,4.75,9.708,14.694,11.502,4.231,15.646,13.172,9.935,3.62,12.146,12.103,7.433,13.95,4.672,2.363,C,D
-5.923,0.073,0.778,2.168,2.008,5.901,17.571,4.138,-2.698,4.23,11.782,3.165,18.522,0.04,9.009,10.437,11.506,9.73,11.398,15.225,0.22,A,D
-6.554,1.245,1.963,2.82,3.61,4.832,15.655,8.03,17.378,8.933,11.902,6.221,6.145,2.817,14.49,6.764,17.763,11.307,6.768,7.769,0.693,B,E
7.208,-0.745,0.92,2.608,1.994,9.47,5.163,4.159,12.154,7.423,2.857,19.455,9.918,3.999,9.773,15.985,6.919,8.939,16.225,12.455,8.453,B,F
3.345,1.715,2.58,4.861,5.15,9.496,9.019,6.831,10.191,-1.377,12.965,1.627,15.453,14.153,3.052,9.785,-0.859,1.032,0.95,4.783,8.745,A,F
4.137,0.079,1.817,2.497,4.003,3.843,3.032,19.469,4.505,3.976,17.316,6.708,-1.161,7.45,5.017,1.615,7.705,4.865,3.442,10.917,7.554,A,F
1.758,0.28,1.945,3.288,4.008,9.722,11.022,9.874,17.213,16.079,12.924,1.484,18.235,17.048,5.536,10.259,7.14,4.414,12.074,6.08,21.252,C,E
-3.915,0.867,0.518,3.725,5.145,10.349,16.642,8.804,0.482,1.95,8.431,16.378,3.614,18.011,5.066,8.071,9.917,9.182,11.049,10.527,7.028,A,E
1.35,-1.169,0.217,0.952,1.109,17.038,4.912,17.673,6.288,11.346,4.241,15.243,4.263,0.507,16.676,-0.828,5.259,10.99,3.275,13.477,10.335,C,D
24.811,1.462,1.712,3.303,6.039,9.675,1.327,9.025,5.812,17.284,9.094,13.077,7.648,2.281,0.851,6.984,19.549,4.286,11.113,7.464,12.363,C,D
4.545,0.622,1.247,2.201,4.036,6.709,4.927,13.347,9.978,-2.755,4.643,5.469,3.348,15.401,8.524,13.487,17.385,8.777,11.174,11.891,0.565,A,F
4.25,-0.067,0.652,2.203,3.457,1.335,2.081,3.261,2.977,13.107,12.274,14.46,-0.686,1.409,12.849,-1.862,4.483,0.782,15.261,19.88,7.367,A,E
11.489,1.016,3.185,4.377,4.491,5.269,1.699,21.104,2.825,8.352,10.821,4.963,10.86,8.712,6.519,17.484,6.545,11.866,4.596,7.877,9.038,B,F
1.312,2.102,3.072,4.174,5.042,17.702,15.224,14.378,15.243,10.782,-0.162,6.346,5.39,3.214,8.183,10.584,5.278,3.869,8.702,3.481,16.496,A,E
6.596,1.406,2.263,2.502,3.612,15.782,1.37,-0.412,9.932,11.467,19.189,6.25,1.447,10.647,18.097,6.118,2.918,16.767,7.204,1.671,12.657,B,E
-1.424,-0.179,1.035,2.968,3.699,11.122,10.271,7.845,10.86,6.935,3.067,6.697,4.015,8.659,10.437,8.492,7.165,15.278,9.631,3.031,6.359,B,E
-5.964,0.427,1.451,1.491,2.648,2.329,13.565,4.453,12.278,12.275,9.276,13.684,16.768,16.944,5.299,12.929,12.469,3.743,13.726,0.09,-1.182,C,E
-5.573,-0.344,1.267,2.125,4.026,15.402,13.92,1.258,1.993,2.719,9.196,-0.648,14.493,6.885,12.631,10.218,12.487,11.58,11.078,17.628,3.659,C,F
2.662,1.069,2.3,3.838,4.947,2.187,8.94,3.735,13.589,6.162,15.715,1.824,0.47,-0.136,15.649,4.125,15.568,11.462,8.13,11.815,2.753,A,F
13.66,4.555,5.1,6.23,7.568,10.432,8.385,10.41,9.757,6.141,3.166,15.804,15.471,1.754,3.584,18.463,9.433,7.96,12.22,13.787,13.59,A,F
6.142,1.855,2.143,3.51,4.641,11.605,4.656,9.371,11.457,1.036,17.317,9.308,16.378,14.903,-0.425,11.21,5.996,7.179,-3.019,9.525,2.928,C,E
6.199,1.643,2.337,2.208,4.056,18.313,2.294,7.41,5.711,8.744,11.628,11.576,3.375,4.206,4.457,7.098,14.402,1.032,6.978,13.98,8.64,A,F
-0.191,0.818,2.145,1.109,3.343,6.821,10.824,1.39,16.885,14.071,10.042,-4.113,10.656,20.993,4.902,16.966,15.863,1.312,12.153,1.482,17.829,B,D
3.607,0.701,0.795,2.401,3.18,13.344,12.228,5.351,-1.898,9.027,9.387,13.542,-1.403,11.201,16.917,6.091,5.093,11.016,4.866,14.709,5.306,C,D
5.676,1.141,1.848,3.429,4.085,21.135,6.687,17.731,1.436,10.006,2.616,14.742,8.76,0.477,13.609,-0.493,-1.117,9.797,4.113,9.913,10.382,C,F
10.004,0.827,1.433,3.229,3.208,14.464,5.042,5.044,8.075,17.965,7.082,4.835,9.186,4.926,-1.796,8.289,17.498,10.24,10.164,10.453,16.179,A,D
9.401,2.324,2.92,4.598,5.205,3.69,3.252,10.07,8.957,1.347,4.238,10.262,4.702,11.839,12.75,10.991,21.792,13.592,7.916,13.567,4.87,B,F
9.752,-0.479,0.312,2.243,2.612,3.413,0.068,2.446,2.53,13.557,12.395,17.066,-0.384,4.555,13.282,-2.614,3.463,7.61,16.544,24.253,10.159,B,F
7.329,1.927,2.38,2.805,4.704,7.755,2.716,13.274,3.362,0.777,5.091,8.494,7.271,16.075,5.106,15.403,9.416,14.629,6.139,10.589,9.59,C,E
0.675,1.408,2.111,3.996,4.751,15.221,20.945,16.816,15.256,15.719,2.878,1.921,10.029,13.126,8.658,14.182,4.796,1.205,7.267,0.084,11.044,A,D
17.434,1.131,2.57,3.875,5.247,15.997,3.987,0.06,8.742,12.455,12.291,0.418,7.293,3.016,16.283,7.763,0.342,17.491,12.249,7.145,13.544,B,D
-4.386,0.794,1.893,2.144,3.036,7.254,17.051,3.837,11.51,2.128,-2.762,10.837,7.805,13.363,14.821,1.357,6.605,13.815,4.387,1.237,7.924,B,D
0.443,0.746,0.844,2.04,3.068,-4.516,12.337,7.785,12.08,7.674,11.43,12.238,11.669,11.317,1.365,14.145,10.07,0.476,15.316,0.482,3.01,A,D
-3.138,3.023,4.282,4.142,6.05,7.388,16.845,7.471,6.405,3.144,10.722,1.433,11.332,2.918,6.029,11.17,3.59,10.011,6.368,10.873,-2.222,C,E
3.976,1.878,0.882,3.316,4.238,0.83,8.122,7.173,13.402,5.406,9.524,3.467,2.114,5.067,11.066,5.755,11.404,15.367,1.375,-1.522,3.002,B,F
-5.745,0.586,-0.089,1.972,2.221,10.119,12.187,3.21,5.463,6.451,5.608,10.811,13.391,-0.534,4.552,13.556,5.983,4.704,12.086,17.89,8.081,A,F
20.505,2.196,2.823,5.027,6.327,10.648,6.745,12.276,11.843,-0.307,18.312,3.228,10.53,16.443,0.638,8.484,4.943,1.836,2.069,4.213,4.986,A,D
5.775,1.64,2.33,3.462,5.23,12.056,5.9,11.364,7.541,1.41,20.135,8.383,8.692,1.985,7.928,6.158,13.831,7.252,5.26,16.05,6.347,A,E
4.018,1.933,3.112,4.401,6.183,3.003,10.975,12.507,16.676,16.155,6.62,5.798,9.364,15.91,9.034,16.174,10.251,4.536,22.53,8.852,14.921,A,F
