"ID","Desc","Water","Calories","Protein","Fat","Carbs","Fiber","Sugar","Calcium","Potassium","Sodium","VitaminC","Chol","Portion"
5632,"EMU,TOP LOIN,CKD,BRLD",67.37,152,29.07,3.13,0,0,0,9,374,58,0,88,"1 serving,  ( 3 oz )"
23480,"BEEF,GROUND,97% LN MEAT / 3% FAT,LOAF,CKD,BKD",66.43,154,27.58,4.06,0,0,0,6,321,56,0,88,"3 oz"
23478,"BEEF,GROUND,97% LN MEAT / 3% FAT,PATTY,CKD,BRLD",67.96,153,26.36,4.46,0,0,0,5,353,64,0,88,"3 oz"
10058,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN,CKD,BRLD",64.61,174,29.29,5.45,0,0,0,65,391,89,0,88,"3 oz"
5074,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,STWD",67.58,169,27.5,5.71,0,0,0,11,199,80,0,88,"3 oz"
23561,"BEEF,GROUND,95% LN MEAT / 5% FAT,LOAF,CKD,BKD",64.76,174,27.31,6.37,0,0,0,8,315,58,0,88,"3 oz"
23558,"BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,BRLD",65.78,174,26.29,6.8,0,0,0,7,347,65,0,88,"3 oz"
10057,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN,CKD,BRSD",62.16,195,31,6.9,0,0,0,11,428,58,0,88,"3 oz"
23475,"BEEF,GROUND,93% LN MEAT / 7% FAT,LOAF,CKD,BKD",63.26,192,27.03,8.43,0,0,0,10,309,59,0,88,"3 oz"
23473,"BEEF,GROUND,93% LN MEAT / 7% FAT,PATTY,CKD,BRLD",63.81,193,26.22,8.94,0,0,0,9,342,66,0,88,"3 oz"
5046,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,STWD",65.83,192,25.97,8.98,0,0,0,14,181,74,0,88,"1 cup, chopped or diced"
23566,"BEEF,GROUND,90% LN MEAT / 10% FAT,LOAF,CKD,BKD",61.33,214,26.62,11.1,0,0,0,13,300,61,0,88,"3 oz"
23563,"BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,BRLD",61.24,217,26.11,11.75,0,0,0,13,333,68,0,88,"3 oz"
10102,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,FEET,RAW",64.99,212,23.16,12.59,0,0,0,70,63,132,0,88,"1 oz"
5009,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,RSTD",59.45,239,27.3,13.6,0,0,0,15,223,82,0,88,"1 cup, chopped or diced"
10188,"PORK,FRSH,COMP (LEG,LOIN,SHLDR,&SPARERIBS),LN&FAT,CKD",58.53,238,26.36,13.89,0,0,0,20,341,57,0.1,88,"3 oz"
23571,"BEEF,GROUND,85% LN MEAT / 15% FAT,LOAF,CKD,BKD",58.98,240,25.93,14.36,0,0,0,18,286,64,0,88,"3 oz"
13495,"BEEF,GROUND,70% LN MEAT / 30% FAT,LOAF,CKD,BKD",58.37,241,23.87,15.37,0,0,0,33,241,73,0,88,"3 oz"
23568,"BEEF,GROUND,85% LN MEAT / 15% FAT,PATTY,CKD,BRLD",57.98,250,25.93,15.41,0,0,0,18,318,72,0,88,"3 oz"
10991,"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN & FAT,BNLESS,CKD,BRLD",57.45,247,26.28,15.73,0,0,0,8,408,58,0,88,"1 rack"
23576,"BEEF,GROUND,80% LN MEAT / 20% FAT,LOAF,CKD,BKD",57.7,254,25.25,16.17,0,0,0,23,271,67,0,88,"3 oz"
23581,"BEEF,GROUND,75% LN MEAT / 25% FAT,LOAF,CKD,BKD",57.5,254,24.56,16.5,0,0,0,28,256,70,0,88,"3 oz"
23573,"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,BRLD",55.99,270,25.75,17.78,0,0,0,24,304,75,0,88,""
17379,"LAMB,NZ,IMP,TONGUE - SWISS CUT,RAW",66.5,225,14.27,18.61,0,0,0,6,207,77,0,88,"4 oz"
13497,"BEEF,GROUND,70% LN MEAT / 30% FAT,PATTY,CKD,BRLD",55.85,277,25.38,18.66,0,0,0,35,275,81,0,88,"3 oz"
23578,"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,BRLD",55.28,279,25.56,18.87,0,0,0,30,289,78,0,88,"3 oz"
5051,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,RSTD",53.52,300,25.95,20.97,0,0,0,21,210,87,0,88,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
23462,"BEEF,NZ,IMP,HIND SHIN,LN & FAT,CKD,BRSD",61.87,196,29.82,8.5,0.07,0,0,7,211,43,0,88,"3 oz"
42307,"MARGARINE-LIKE,BUTTER-MARGARINE BLEND,80% FAT,STK,WO/ SALT",15.8,718,0.9,80.7,0.6,0,0,28,37,28,0.1,88,"1 tablespoon"
1204,"CHEESE,PARMESAN,DRY GRATED,RED FAT",50.6,265,20,20,1.37,0,0,1109,125,1529,0,88,"1 cup"
7019,"CHORIZO,PORK AND BEEF",31.85,455,24.1,38.27,1.86,0,0,8,398,1235,0,88,"1 oz"
5353,"USDA CMDTY,CHICK FAJITA STRIPS,FRZ",70.6,135,18.56,5.73,2.23,0,0,13,284,799,0,88,"1 strip"
36016,"RESTAURANT,FAMILY STYLE,SHRIMP,BREADED & FRIED",43.02,308,12.67,18.67,22.29,1.5,0.91,42,108,1125,0,87,"1 serving"
5007,"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,BATTER",49.39,289,22.54,17.35,9.42,0.3,0,21,185,292,0,87,"3 oz"
5031,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,FLR",54.66,246,30.45,12.09,1.82,0.1,0,16,239,77,0,87,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
5682,"CHICKEN,DK MEAT,THIGH,MEAT ONLY,W/ ADDED SOLN,RAW",77.16,110,19.11,3.69,0,0,0,8,234,156,0,87,"3 oz"
5622,"EMU,GROUND,CKD,PAN-BROILED",65.83,163,28.43,4.65,0,0,0,8,375,65,0,87,"1 patty,  (yield from 135.8 g raw meat)"
17116,"VEAL,SHLDR,WHL (ARM&BLD),LN&FAT,RAW",74.78,130,19.27,5.28,0,0,0,22,302,91,0,87,"1 oz"
23428,"BEEF,NZ,IMP,OYSTER BLADE,LN,CKD,BRSD",62.38,196,29.87,8.46,0,0,0,5,151,25,0,87,"3 oz"
23464,"BEEF,NZ,IMP,OYSTER BLADE,LN & FAT,CKD,BRSD",62.23,197,29.79,8.68,0,0,0,5,151,25,0,87,"3 oz"
10078,"PORK,FRSH,SHLDR,ARM PICNIC,LN,CKD,BRSD",63.59,194,26.76,8.87,0,0,0,16,382,100,0,87,"3 oz"
10033,"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,BRSD",60.32,222,28.02,11.29,0,0,0,49,270,70,0,87,"3 oz"
5745,"TURKEY,BACK,FROM WHL BIRD,MEAT & SKN,W/ ADDED SOLN,RSTD",62.1,205,25.8,11.36,0,0,0,15,252,237,0,87,"3 oz"
10054,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRLD",60.58,222,26.96,11.82,0,0,0,60,363,86,0,87,"3 oz"
10053,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRSD",58.88,234,28.81,12.31,0,0,0,12,400,58,0,87,"3 oz"
10992,"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN & FAT,BONE-IN,CKD,BRLD",56.32,260,25.58,17.56,0,0,0,57,344,81,0,87,"1 rack"
7083,"SAUSAGE,VIENNA,CND,CHICK,BF,PORK",64.9,230,10.5,19.4,2.6,0,0,10,101,879,0,87,"1 sausage,  (7/8"
23419,"BEEF,NZ,IMP,INTERMUSCULAR FAT,CKD",31.16,560,7.9,57.22,3.39,0,0,16,125,25,0,87,"3 oz"
7960,"BOLOGNA,CHICK,PORK",50.85,336,10.31,30.61,4.19,0,0,196,162,1240,13.2,87,"1 serving"
5183,"TURKEY,DK MEAT,MEAT & SKN,RAW",71.1,161,19.81,8.97,0.15,0,0.1,11,208,113,0,87,"1 oz"
15067,"FISH,POLLOCK,ALASKA,CKD,DRY HEAT (MAYBE PREVIOUSLY FROZEN)",73.65,111,23.48,1.18,0,0,0,72,430,419,0,86,"1 fillet"
5342,"CKN,BRLERS/FRYERS,BRST,MT ONLY,CKD,ROTISSERIE,ORIG SEASONING",68.23,137,28,2.79,0,0,0,13,303,313,0,86,"3 oz"
5000,"CHICKEN,BROILER,ROTISSERIE,BBQ,BREAST MEAT ONLY",67.78,144,28.04,3.57,0,0,0,13,284,328,0,86,"3 oz"
17388,"LAMB,NZ,IMP,LOIN,BNLESS,LN,CKD,FAST RSTD",66.69,156,28.99,4.49,0,0,0,6,355,57,0,86,"3 oz"
17409,"LAMB,NZ,IMP,LOIN,BNLESS,LN & FAT,CKD,FAST RSTD",66.64,157,28.96,4.57,0,0,0,6,355,57,0,86,"3 oz"
10015,"PORK,FRSH,LEG (HAM),RUMP HALF,LN,CKD,RSTD",65.75,165,28.86,4.62,0,0,0,16,425,80,0,86,"3 oz"
17179,"GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,CKD,STWD",58.82,206,30.38,8.41,0,0,0,20,300,37,0,86,"3 oz"
43282,"QUAIL,COOKED,TOTAL EDIBLE",60,227,25.1,14.1,0,0,0,15,216,52,2.3,86,"1 oz"
10075,"PORK,FRSH,SHLDR,ARM PICNIC,LN&FAT,CKD,BRSD",60.03,235,24.88,14.33,0,0,0,16,357,96,0,86,"3 oz"
13348,"BEEF,CURED,CORNED BF,CND",57.72,250,27.1,14.93,0,0,0,12,136,897,0,86,"1 oz"
10029,"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN&FAT,CKD,BRSD",57.32,255,26.54,15.71,0,0,0,51,259,69,0,86,"3 oz"
10083,"PORK,FRSH,SHLDR,BLADE,BOSTON (ROASTS),LN&FAT,CKD,RSTD",57.47,269,23.11,18.86,0,0,0,28,332,67,0.7,86,"3 oz"
10165,"PORK,CURED,SALT PORK,RAW",11,748,5.05,80.5,0,0,0,6,66,2684,0,86,"1 oz"
5332,"CHICKEN,GROUND,RAW",73.24,143,17.44,8.1,0.04,0,0,6,522,60,0,86,"4 oz, crumbled"
17431,"VEAL,EXTERNAL FAT ONLY,RAW",38.19,503,8.85,51.6,0.89,0,0,31,107,89,0,86,""
1032,"CHEESE,PARMESAN,GRATED",22.65,420,28.42,27.84,13.91,0,0.07,853,180,1804,0,86,"1 cup"
7064,"PORK SAUSAGE,LINK/PATTY,CKD,PAN-FRIED",49.89,325,18.53,27.25,1.42,0,1.09,9,342,814,0,86,"1 patty"
5058,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,FRIED,BATTER",51.64,260,24.84,13.2,8.99,0.3,0,20,201,275,0,85,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
5626,"EMU,FULL RUMP,RAW",73.79,112,22.83,1.64,0,0,0,4,330,90,0,85,"3 oz"
17164,"GAME MEAT,DEER,RAW",73.57,120,22.96,2.42,0,0,0,5,318,51,0,85,"1 oz"
5656,"OSTRICH,TIP CKD",68.51,145,28.49,2.57,0,0,0,6,362,80,0,85,"1 serving,  ( 3 oz )"
5064,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,RSTD",65.26,165,31.02,3.57,0,0,0,15,256,74,0,85,"1 cup, chopped or diced"
5041,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,RSTD",64.76,173,30.91,4.51,0,0,0,15,247,77,0,85,"1 cup, chopped or diced"
5107,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,RSTD",62.78,203,30.46,8.13,0,0,0,16,210,92,0,85,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
15002,"ANCHOVY,EUROPEAN,CND IN OIL,DRND SOL",50.3,210,28.89,9.71,0,0,0,232,544,3668,0,85,"1 oz, boneless"
43367,"TURKEY,DRUMSTK,SMOKED,CKD,W/SKN,BONE REMOVED",61.2,208,27.9,9.8,0,0,0,32,280,996,0,85,"1 oz, with bone, cooked (yield after bone removed)"
5194,"TURKEY,ALL CLASSES,LEG,MEAT&SKN,CKD,RSTD",61.19,208,27.87,9.82,0,0,0,32,280,77,0,85,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
10013,"PORK,FRSH,LEG (HAM),RUMP HALF,LN&FAT,CKD,RSTD",61.92,209,27.03,10.32,0,0,0,16,416,77,0,85,"1 cup, diced"
5056,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,STWD",64.33,209,25.31,11.19,0,0,0,21,158,67,0,85,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
10087,"PORK,FRSH,SHLDR,BLADE,BOSTON (ROASTS),LN,CKD,RSTD",60.94,232,24.21,14.3,0,0,0,27,427,88,1,85,"3 oz"
17432,"VEAL,EXTERNAL FAT ONLY,CKD",32.69,540,15.28,53.23,0,0,0,58,152,103,0,85,""
4542,"FAT,CHICKEN",0.2,900,0,99.8,0,0,0,0,0,0,0,85,"1 tbsp"
17398,"LAMB,NZ,IMP,LOIN CHOP,LN,CKD,FAST FRIED",60.21,208,27.43,10.7,0.41,0,0,42,367,84,0,85,"3 oz"
10979,"PORK,GROUND,96% LN / 4% FAT,CKD,PAN-BROILED",60.08,185,31.69,6.2,0.57,0,0,20,415,88,0,85,"3 oz, grilled patties"
15155,"ABALONE,MIXED SPECIES,RAW",74.56,105,17.1,0.76,6.01,0,0,31,250,301,2,85,"3 oz"
1044,"CHEESE,PAST PROCESS,SWISS",42.31,334,24.73,25.01,2.1,0,1.23,772,216,1370,0,85,"1 cup, diced"
7964,"Frankfurter, meat and poultry, cooked, grilled",53.9,302,10.67,26.43,5.24,0,2.85,118,387,1079,19.2,85,"1 frankfurter"
20109,"NOODLES,EGG,DRY,ENRICHED",9.01,384,14.16,4.44,71.27,3.3,1.88,35,244,21,0,84,"1 cup"
20409,"NOODLES,EGG,DRY,UNENR",9.01,384,14.16,4.44,71.27,3.3,1.88,35,244,21,0,84,"1 cup"
15133,"WHITING,MXD SP,CKD,DRY HEAT",74.71,116,23.48,1.69,0,0,0,62,434,132,0,84,"1 fillet"
10962,"PORK,LEG SIRLOIN TIP RST,BNLESS,LN & FAT,CKD,BRSD",66.99,156,31.11,2.56,0,0,0,5,363,43,0,84,"3 oz"
23479,"BEEF,GROUND,97% LN MEAT /3% FAT,PATTY,CKD,PAN-BROILED",68.68,144,26.03,3.65,0,0,0,7,382,69,0,84,"3 oz"
5705,"TURKEY,WHL,MEAT ONLY,W/ ADDED SOLN,RSTD",68.81,140,26.61,3.7,0,0,0,14,239,223,0,84,"3 oz"
10217,"PORK,FRSH,LOIN,SIRLOIN (ROASTS),BNLESS,LN,CKD,RSTD",64.07,178,30.39,5.31,0,0,0,12,408,66,0,84,"3 oz"
23559,"BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,PAN-BROILED",66.9,164,25.8,5.94,0,0,0,9,376,71,0,84,"3 oz"
10042,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,CKD,BRLD",65.01,180,26.76,7.29,0,0,0,23,356,56,0,84,"1 chop, without refuse (Yield from 1 cooked chop, with refuse, weighing 209g)"
10213,"PORK,FRSH,LOIN,SIRLOIN (ROASTS),BNLESS,LN&FAT,CKD,RSTD",62.82,192,29.62,7.32,0,0,0,13,398,66,0,84,"3 oz"
5060,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,RSTD",62.44,197,29.8,7.78,0,0,0,14,245,71,0,84,"1 cup, chopped or diced"
10093,"PORK,FRSH,COMP OF RTL CUTS (LEG,LOIN,&SHLDR),LN,CKD",62.53,201,27.51,9.21,0,0,0,18,357,55,0.2,84,"3 oz"
23564,"BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,PAN-BROILED",63.21,204,25.21,10.68,0,0,0,15,363,75,0,84,"3 oz"
10038,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRLD",62.27,209,25.61,11.06,0,0,0,24,344,55,0,84,"3 oz"
5079,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,STWD",64.01,220,24.17,12.92,0,0,0,11,176,73,0,84,"1 cup, chopped or diced"
23569,"BEEF,GROUND,85% LN MEAT / 15% FAT,PATTY,CKD,PAN-BROILED",60.61,232,24.62,14.02,0,0,0,20,349,79,0,84,"3 oz"
5095,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,STWD",63.11,232,23.26,14.74,0,0,0,11,170,71,0,84,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
13496,"BEEF,GROUND,70% LN MEAT / 30% FAT,PATTY CKD,PAN-BROILED",59.36,238,22.86,15.54,0,0,0,37,308,92,0,84,"3 oz"
23574,"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,PAN-BROILED",59.11,246,24.04,15.94,0,0,0,26,335,83,0,84,"3 oz"
23579,"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,PAN-BROILED",58.69,248,23.45,16.44,0,0,0,32,322,87,0,84,"3 oz"
10981,"PORK LOIN,FRSH,BACKRIBS,BONE-IN,COOKED-ROASTED,LN",57.58,255,24.15,17.65,0,0,0,44,249,98,0,84,"3 oz"
10193,"PORK,FRSH,BACKRIBS,LN&FAT,CKD,RSTD",54.82,292,23.01,21.51,0,0,0,46,240,94,0,84,"3 oz"
13317,"BEEF,GROUND,PATTIES,FRZ,CKD,BRLD",53.91,295,23.05,21.83,0,0,0,11,305,77,0,84,"3 oz"
5140,"DUCK,DOMESTICATED,MEAT&SKN,CKD,RSTD",51.84,337,18.99,28.35,0,0,0,11,204,59,0,84,"1 cup, chopped or diced"
23474,"BEEF,GROUND,93% LN MEAT /7% FAT,PATTY,CKD,PAN-BROILED",65.29,182,25.56,8.01,0.06,0,0,11,371,72,0,84,"3 oz"
5335,"CHICK,FEET,BOILED",65.8,215,19.4,14.6,0.2,0,0,88,31,67,0,84,"1 oz"
23220,"BEEF,GROUND,UNSPEC FAT CONTENT,CKD",58.69,240,25.07,14.53,0.62,0,0,25,353,85,0,84,"3 oz"
42173,"TURKEY&PORK SAUSAGE,FRSH,BULK,PATTY OR LINK,CKD",50.9,307,22.7,23,0.7,0,0,32,337,878,1.1,84,"1 cup, cooked"
5734,"TURKEY,RTL PARTS,WING,MEAT & SKN,RAW",66.78,202,19.53,13.79,0.05,0,0.03,8,192,67,0,84,"3 oz"
5744,"TURKEY,BACK,FROM WHL BIRD,MEAT & SKN,W/ ADDED SOLN,RAW",66.93,206,16.86,15.41,0.15,0,0.1,14,185,157,0,84,"4 oz"
7963,"Frankfurter, meat and poultry, cooked, boiled",55.16,298,10.31,26.28,4.96,0,2.7,107,323,914,19.4,84,"1 frankfurter"
19168,"DESSERTS,EGG CUSTARD,BKD,PREPARED-FROM-RECIPE",78.86,104,5.02,4.58,11,0,11,107,148,61,0,84,".5 cup"
15265,"FISH,SALMON,PINK,CND,DRND SOL,WO/ SKN & BONES",70.63,136,24.62,4.21,0,0,0,60,326,378,0,83,"3 oz"
15260,"FISH,SALMON,PINK,CND,DRND SOL",70.71,138,23.1,5.02,0,0,0,283,333,381,0,83,"3 oz"
5336,"USDA CMDTY CHICK,CND,MEAT ONLY,DRND",67.29,162,27.52,5.72,0,0,0,12,189,271,0,83,"1 cup,  drained"
5014,"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,STWD",66.81,177,27.29,6.71,0,0,0,14,180,70,0,83,"1 cup, chopped or diced"
5642,"OSTRICH,GROUND,CKD,PAN-BROILED",67.12,175,26.15,7.07,0,0,0,8,323,80,0,83,"1 patty"
5742,"TURKEY,RTL PARTS,THIGH,MEAT & SKN,RAW",71.28,161,19.54,9.16,0,0,0,4,239,75,0,83,"3 oz"
5070,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,STWD",65.12,204,25.32,10.64,0,0,0,11,184,76,0,83,"1 cup, chopped or diced"
5126,"CHICKEN,STEWING,MEAT ONLY,CKD,STWD",56.35,237,30.42,11.89,0,0,0,13,202,78,0,83,"1 cup, chopped or diced"
10035,"PORK,FRSH,LOIN,BLADE (ROASTS),BONE-IN,LN,CKD,RSTD",62.24,217,25.7,11.89,0,0,0,27,337,78,0,83,"3 oz"
10227,"PORK,FRSH,COMP OF RTL CUTS (LOIN&SHLDR BLADE),LN&FAT,CKD",59.43,235,26.07,13.66,0,0,0,20,345,55,0.1,83,"3 oz"
17331,"GAME MEAT,BISON,GROUND,CKD,PAN-BROILED",59.53,238,23.77,15.13,0,0,0,13,341,73,0,83,"1 patty,  ( yield from 112.7 g raw meat )"
10031,"PORK,FRSH,LOIN,BLADE (ROASTS),BONE-IN,LN&FAT,CKD,RSTD",58.74,254,24.29,16.71,0,0,0,31,318,76,0,83,"3 oz"
5018,"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,RSTD",40.29,454,20.36,40.68,0,0,0,14,136,65,0,83,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
17433,"VEAL,SEAM FAT ONLY,RAW",44.47,444,12.53,43.75,0,0,0,30,179,89,0,83,""
10942,"PORK,FRSH,COMP OF FAT,W/ ADDED SOLN,RAW",38.32,508,9.27,52.33,0,0,0,22,191,81,0,83,"1 oz"
10132,"PORK,CURED,FEET,PICKLED",75,140,11.63,10.02,0.01,0,0,32,13,946,0,83,"1 oz"
7954,"BEEF SAUSAGE,PRE-COOKED",43.75,405,15.5,37.57,0.03,0,0,15,234,822,0.7,83,"1 serving"
7959,"BOLOGNA,CHICK,PORK,BF",56.42,272,11.33,22.73,5.61,0,0,92,313,1120,15.8,83,"1 serving"
21468,"FAST FOODS,FRIED CHICK,SKN & BREADING FROM ALL PIECES",33.87,398,14.11,29.22,19.56,0.3,0,92,230,965,0,82,""
5624,"EMU,FAN FILLET,CKD,BRLD",66.43,154,31.27,2.3,0,0,0,6,397,53,0,82,"1 serving,  ( 3 oz )"
17157,"GAME MEAT,BISON,LN,CKD,RSTD",66.54,143,28.44,2.42,0,0,0,8,361,57,0,82,"3 oz"
10960,"PORK,SHLDR,PETITE TENDER,BNLESS,LN & FAT,CKD,BRLD",68.7,155,27.47,4.23,0,0,0,8,415,53,0,82,"1 piece"
17122,"VEAL,SHLDR,ARM,LN&FAT,RAW",74.05,132,19.34,5.44,0,0,0,21,327,83,0,82,"1 oz"
5736,"TURKEY,RTL PARTS,DRUMSTK,MEAT & SKN,RAW",73.37,141,19.96,6.84,0,0,0,9,208,86,0,82,"3 oz"
43390,"TURKEY,LT OR DK MEAT,SMOKED,CKD,W/SKN,BONE REMOVED",61.7,208,28.1,9.7,0,0,0,26,280,996,0,82,"3 oz, boneless"
10120,"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,PAN-FRIED",61.13,222,26.38,12.14,0,0,0,46,335,88,0,82,"3 oz"
15042,"HERRING,ATLANTIC,KIPPERED",59.7,217,24.58,12.37,0,0,0,84,447,918,1,82,"1 oz, boneless"
10023,"PORK,FRSH,LOIN,WHL,LN&FAT,CKD,RSTD",57.51,248,27.09,14.65,0,0,0,19,408,59,0.6,82,"3 oz"
10178,"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN&FAT,CKD,PAN-FRIED",58.01,256,25.02,16.56,0,0,0,48,318,85,0,82,"3 oz"
17354,"LAMB,NZ,IMP,INTERMUSCULAR FAT,CKD",29.57,596,8.53,62.44,0,0,0,6,198,52,0,82,""
7966,"PORK SAUSAGE,LINK/PATTY,RED FAT,CKD,PAN-FRIED",55.88,267,20.94,20.32,0.15,0,0,19,328,698,0,82,"3 oz"
7956,"BEEF SAUSAGE,FRSH,CKD",51.12,332,18.21,27.98,0.35,0,0,11,258,813,0,82,"1 serving"
17434,"VEAL,SEAM FAT ONLY,CKD",35.99,505,11.16,50.17,2.11,0,0,43,155,87,0,82,""
5700,"TURKEY,DK MEAT FROM WHL,MEAT & SKN,W/ ADDED SOLN,RAW",70.55,169,17.84,10.83,0.15,0,0.1,14,202,161,0,82,"4 oz"
35162,"CARIBOU,HIND QUARTER MEAT,RAW (ALASKA NATIVE)",72.6,122,22.63,3.37,0,0,0,5,320,52,0,81,""
10956,"PORK,LOIN,LEG CAP STEAK,BNLESS,LN & FAT,CKD,BRLD",68.72,158,27.57,4.41,0,0,0,7,366,76,0,81,"3 oz"
5631,"EMU,OYSTER,RAW",72.57,141,22.81,4.86,0,0,0,4,250,150,0,81,"3 oz"
5053,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,RAW",75.31,137,19.56,5.92,0,0,0,17,204,82,0,81,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
10041,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,CKD,BRSD",61.79,200,30.2,7.86,0,0,0,53,288,75,0,81,"3 oz"
10027,"PORK,FRSH,LOIN,WHL,LN,CKD,RSTD",61.02,209,28.62,9.63,0,0,0,18,425,58,0.6,81,"3 oz"
43366,"TURKEY,WING,SMOKED,CKD,W/SKN,BONE REMOVED",59.5,221,27.4,12.41,0,0,0,24,266,996,0,81,"1 oz, with bone, cooked (yield after bone removed)"
5196,"TURKEY,ALL CLASSES,WING,MEAT&SKN,CKD,RSTD",59.49,229,27.38,12.43,0,0,0,24,266,61,0,81,"1 unit,  (yield from 1 lb ready-to-cook turkey)"
10037,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRSD",58.04,242,28.21,13.51,0,0,0,55,273,73,0,81,"3 oz"
23391,"BEEF,LN,TP LN STK,BNLESS,LIPON,L & F,1/8 FAT,A GRDS, GRILLED",55.99,264,26.18,17.69,0,0,0,14,265,52,0,81,"3 oz"
5034,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT & SKN,RAW",65.42,237,16.69,18.34,0,0,0,11,178,73,0,81,"3 oz"
23443,"BEEF,NZ,IMP,VAR MEATS & BY-PRODUCTS,TONGUE,RAW",65.24,243,17.77,19.09,0,0,0,4,252,73,0,81,"4 oz"
17449,"LAMB,AUSTRALIAN,IMP,FRSH,EXTERNAL FAT,CKD",27.09,538,16.9,52.3,0,0,0,12,207,58,0,81,"3 oz"
23439,"BEEF,NZ,IMP,TENDERLOIN,LN,CKD,FAST FRIED",59.69,200,29.37,9.01,0.27,0,0,4,427,45,0,81,"3 oz"
23470,"BEEF,NZ,IMP,TENDERLOIN,LN & FAT,CKD,FAST FRIED",59.47,202,29.26,9.35,0.27,0,0,4,425,45,0,81,"3 oz"
10000,"PORK,FRSH,COMP OF FAT,W/ ADDED SOLN,CKD",28.28,585,10.06,60.42,0.32,0,0,36,214,125,0,81,"3 oz"
17406,"LAMB,NZ,IMP,LOIN CHOP,LN & FAT,CKD,FAST FRIED",50.12,332,21.5,27.11,0.41,0,0,31,313,73,0,81,"3 oz"
35011,"Whale, beluga, meat, raw (Alaska Native)",72.5,111,26.5,0.5,0,0,0,7,283,78,0,80,""
15232,"ROUGHY,ORANGE,CKD,DRY HEAT",66.97,105,22.64,0.9,0,0,0,11,181,69,0,80,"3 oz"
5739,"TURKEY,DRUMSTK,FROM WHL BIRD,MEAT ONLY,RSTD",67.88,139,30.13,2.08,0,0,0,9,249,99,0,80,"3 oz"
